komm,jordtype,aar_mod,saamng,tkvs,saakern,partigerm,saatid,frspdag,jordinf,markgrm,antplnt,forfrugt,pesticid,exptgens,nedbarea,nmin,mod_nmin,ngodnt,nopt,potnmin,jordn,ngodnn,ngodn,nplac,dg25,ngtilg,ntilg,rokap,dgv1059,sort,sorttkv,aks_m2,dgv5980,aks_vgt,bgbyg,keraks,srtsize,ksort,nprot,srtprot,protein,s2225,s2528,slt22,spndx,tkv,udb
state4,JB_5,x25,x210_230,x46_48,x_450,x95_97,x11_4_20_4,x21_23,x_97__98,x94_95,x375_425,Other,x_2,x50_60,x1___375_,x45_60,x15_30,x105_120,x135_150,x_105,x_120,x_45,x_45,Placed,x_22_5,x_45,x150_165,x187_5_212_5,x51_60,andre,x6,x550_650,x25_35,x850_950,x_3_0,x19_21,x_3,x90_95,x120_140,x8,x_12_0,x0_1,x0_5,x3_5,x9_10,x42_5_45,x50_55
state0,JB_8,x_10,x230_250,x50_55,x_450,x97_98,x_26_4,x_15,x_99_1_00,x97_98,x_425,Cereals,x_2,x40_50,x3___500_,x30_45,x45_60,x75_90,x135_150,x30_45,x75_90,x60_75,x60_75,Top_dressed,x11_5_27_5,x105_120,x_195,x137_5_162_5,x41_50,Reggae,x4,x550_650,x0_5,x600_650,x4_0_4_5,x_23,x2,x_85,x80_100,x3,x11_0_11_5,x1_5,x0_5,x3_5,x9_10,x47_5_50,x30_40
state0,JB_4,x10,x50_70,x42_44,x_175,x97_98,x_26_4,x19_21,x_99_1_00,x97_98,x_175,Other,x_2,x40_50,x2__375_500_,x15_30,x0_15,x105_120,x135_150,x30_45,x45_60,x75_90,x75_90,Placed,x47_5_57_5,x75_90,x120_135,x112_5_137_5,x25_40,Maud,x5,x450_550,x5_10,x850_950,x4_0_4_5,x15_17,x3,x_98,x60_80,x3,x_9,x0_1,x0_5,x1_2,x9_10,x42_5_45,x40_50
state2,Jb_1_,x20,x130_150,x44_46,x275_325,x90_93,x21_4_26_4,x_15,x_99_1_00,x90_93,x225_275,Cereals,x_2,x40_50,x2__375_500_,x15_30,x0_15,x120_135,x135_150,x0_15,x0_15,x135_150,x120_135,worked_in_solil,x_22_5,x150_165,x150_165,x37_5_62_5,x41_50,Delibes,x7,x350_450,x0_5,x850_950,x4_0_4_5,x19_21,x0,x90_95,x_40,x3,x_9,x0_1,x5_10,x3_5,x9_10,x45_47_5,x30_40
state3,JB_2,x0,x210_230,x44_46,x_450,x_80,x21_4_26_4,x_15,x_99_1_00,x75_80,x325_375,Beets,x_2,x50_60,x1___375_,x45_60,x45_60,x75_90,x135_150,x30_45,x90_105,x45_60,x45_60,worked_in_solil,x37_5_47_5,x_45,x120_135,x112_5_137_5,x25_40,Alis,x3,x550_650,x5_10,x850_950,x4_0_4_5,x13_15,x0,x_98,x100_120,x4,x_12_0,x0_1,x0_5,x0_1,x9_10,x40_42_5,x50_55
state4,JB_5,x20,x150_170,x35_40,x_450,x90_93,x21_4_26_4,x_15,x_99_1_00,x90_93,x375_425,Beets,x_2,x50_60,x3___500_,x30_45,x15_30,x105_120,x135_150,x60_75,x75_90,x45_60,x45_60,Placed,x27_5_32_5,x45_60,x135_150,x137_5_162_5,x51_60,Prisma,x5,x650_750,x10_15,x750_850,x4_0_4_5,x17_19,x2,x85_90,x80_100,x2,x10_5_11_0,x0_1,x0_5,x3_5,x9_10,x35_40,x55_60
state1,Jb_7,x_15,x190_210,x50_55,x375_424,x95_97,x_26_4,x_15,x_99_1_00,x95_97,x375_425,Beets,x_2,x50_60,x3___500_,x30_45,x45_60,x75_90,x135_150,x0_15,x45_60,x75_90,x75_90,Top_dressed,x27_5_32_5,x60_75,x120_135,x137_5_162_5,x41_50,Digger,x5,x650_750,x0_5,x850_950,x4_5_5_0,x21_23,x3,x85_90,x60_80,x3,x11_5_12_0,x1_5,x10_15,x3_5,x9_10,x35_40,x60_65
state3,JB_3,x_15,x70_90,x40_42,x175_225,x93_95,x_26_4,x_15,x93__95,x85_90,x175_225,Beets,x_2,x40_50,x3___500_,x15_30,x30_45,x75_90,x150_165,x15_30,x60_75,x75_90,x75_90,Placed,x_22_5,x75_90,x135_150,x112_5_137_5,x41_50,Goldie,x6,x450_550,x25_35,x950_1050,x3_5_4_0,x15_17,x3,x_98,x80_100,x6,x11_0_11_5,x0_1,x0_5,x0_1,x9_10,x42_5_45,x50_55
state0,JB_8,x_5,x130_150,x55_60,x225_275,x93_95,x_26_3,x19_21,x_97__98,x90_93,x225_275,Cereals,x_2,x30_40,x2__375_500_,x30_45,x30_45,x75_90,x120_135,x15_30,x60_75,x60_75,x60_75,Top_dressed,x_22_5,x60_75,x120_135,x187_5_212_5,x61_70,Caruso,x6,x450_550,x_35,x_1050,x_3_0,x_23,x1,x90_95,x80_100,x5,x10_5_11_0,x0_1,x0_5,x3_5,x9_10,x45_47_5,x55_60
state3,JB_8,x15,x50_70,x30_35,x175_225,x97_98,x_26_3,x15_17,x_99_1_00,x97_98,x175_225,Cereals,x_2,x40_50,x1___375_,x30_45,x15_30,x105_120,x120_135,x30_45,x45_60,x60_75,x60_75,worked_in_solil,x37_5_47_5,x_45,x75_90,x162_5_187_5,x51_60,Ariel,x3,x_350,x0_5,x850_950,x4_5_5_0,x19_21,x0,x90_95,x60_80,x4,x_12_0,x0_1,x5_10,x3_5,x9_10,x40_42_5,x_30
state1,JB_8,x_15,x110_130,x55_60,x175_225,x97_98,x_26_4,x_15,x_99_1_00,x95_97,x175_225,Beets,x_2,x40_50,x1___375_,x45_60,x60_75,x45_60,x120_135,x_105,x_120,x_45,x_45,worked_in_solil,x27_5_32_5,x_45,x150_165,x137_5_162_5,x_25,Korinna,x5,x450_550,x5_10,x_1050,x3_5_4_0,x13_15,x3,x_98,x120_140,x5,x_12_0,x0_1,x0_5,x0_1,x9_10,x45_47_5,x55_60
state0,JB_8,x0,x150_170,x48_50,x325_375,x80_85,x21_4_26_4,x_15,x_99_1_00,x80_85,x275_325,Beets,x_2,x40_50,x3___500_,x45_60,x45_60,x60_75,x120_135,x30_45,x75_90,x45_60,x45_60,Placed,x_22_5,x45_60,x135_150,x187_5_212_5,x61_70,Texane,x5,x950_1150,x5_10,x650_700,x4_0_4_5,x17_19,x1,x_85,x80_100,x3,x10_5_11_0,x1_5,x15_20,x3_5,x9_10,x42_5_45,x70_80
state1,JB_6,x5,x210_230,x44_46,x_450,x80_85,x_26_3,x21_23,x_99_1_00,x80_85,x325_375,Beets,x_2,x40_50,x2__375_500_,x30_45,x30_45,x75_90,x135_150,x_105,x_120,x_45,x_45,Placed,x_57_5,x_45,x150_165,x162_5_187_5,x_70,Maresi,x5,x950_1150,x5_10,x700_750,x4_0_4_5,x19_21,x3,x_85,x120_140,x4,x9_5_10_0,x1_5,x15_20,x3_5,x9_10,x40_42_5,x70_80
state0,JB_9,x25,x130_150,x48_50,x275_325,x99_100,x_26_3,x17_19,x_99_1_00,x99_100,x275_325,Beets,x_2,x30_40,x2__375_500_,x30_45,x0_15,x90_105,x135_150,x60_75,x75_90,x45_60,x45_60,worked_in_solil,x_22_5,x_45,x105_120,x162_5_187_5,x61_70,Portia,x5,x650_750,x25_35,x750_850,x4_0_4_5,x15_17,x3,x_98,x80_100,x4,x10_0_10_5,x0_1,x0_5,x2_3,x9_10,x45_47_5,x55_60
state1,JB_4,x25,x110_130,x35_40,x275_325,x99_100,x_26_4,x_15,x_99_1_00,x99_100,x275_325,Other,x_2,x40_50,x1___375_,x30_45,x0_15,x105_120,x135_150,x45_60,x60_75,x75_90,x75_90,worked_in_solil,x32_5_37_5,x_45,x90_105,x112_5_137_5,x51_60,Brewster,x5,x750_950,x10_15,x600_650,x4_0_4_5,x15_17,x2,x85_90,x80_100,x2,x9_0_9_5,x1_5,x10_15,x3_5,x9_10,x40_42_5,x50_55
state1,JB_5,x20,x130_150,x40_42,x325_375,x98_99,x26_3_10_4,x21_23,x_97__98,x95_97,x325_375,Other,x_2,x40_50,x2__375_500_,x30_45,x15_30,x90_105,x135_150,x_105,x_120,x_45,x_45,Placed,x_22_5,x_45,x150_165,x137_5_162_5,x51_60,Tofta,x5,x750_950,x15_25,x850_950,x4_0_4_5,x_23,x1,x_85,x120_140,x2,x_12_0,x5_10,x25_30,x3_5,x9_10,x35_40,x70_80
state3,JB_9,x20,x110_130,x50_55,x225_275,x_80,x26_3_10_4,x19_21,x_99_1_00,x75_80,x175_225,Cereals,x_2,x40_50,x1___375_,x45_60,x30_45,x90_105,x135_150,x0_15,x30_45,x90_105,x90_105,worked_in_solil,x_22_5,x135_150,x165_180,x162_5_187_5,x61_70,Teal,x4,x650_750,x_35,x950_1050,x_3_0,x_23,x1,x_85,x40_60,x4,x10_5_11_0,x1_5,x20_25,x3_5,x9_10,x35_40,x70_80
state4,JB_8,x_10,x230_250,x48_50,x_450,x93_95,x11_4_20_4,x_15,x_99_1_00,x94_95,x375_425,Clovergrass,x_2,x40_50,x3___500_,x30_45,x45_60,x45_60,x150_165,x60_75,x105_120,x45_60,x45_60,worked_in_solil,x11_5_27_5,x45_60,x165_180,x187_5_212_5,x61_70,Saxo,x4,x_1150,x_35,x650_700,x3_0_3_5,x13_15,x2,x90_95,x120_140,x3,x10_5_11_0,x0_1,x0_5,x3_5,x9_10,x40_42_5,x_80
state0,JB_6,x_5,x210_230,x46_48,x_450,x95_97,x11_4_20_4,x15_17,x_99_1_00,x95_97,x_425,Cereals,x_2,x40_50,x2__375_500_,x30_45,x30_45,x90_105,x120_135,x0_15,x45_60,x60_75,x60_75,Top_dressed,x27_5_32_5,x_45,x75_90,x137_5_162_5,x51_60,Delibes,x6,x550_650,x5_10,x600_650,x4_0_4_5,x19_21,x0,x_85,x60_80,x3,x11_5_12_0,x5_10,x20_25,x3_5,x9_10,x40_42_5,x30_40
state0,JB_5,x_20,x170_190,x40_42,x_450,x_80,x26_3_10_4,x17_19,x_99_1_00,x75_80,x325_375,Other,x_2,x40_50,x1___375_,x30_45,x45_60,x60_75,x135_150,x0_15,x60_75,x75_90,x60_75,Placed,x_22_5,x60_75,x135_150,x137_5_162_5,x61_70,Baronesse,x4,x750_950,x_35,x850_950,x_3_0,x19_21,x2,x90_95,x80_100,x2,x10_0_10_5,x0_1,x0_5,x3_5,x9_10,x40_42_5,x70_80
state3,JB_2,x_20,x190_210,x40_42,x_450,x98_99,x11_4_20_4,x_15,x_99_1_00,x98__99,x_425,Cer_rotation,x_2,x40_50,x3___500_,x15_30,x30_45,x75_90,x135_150,x60_75,x105_120,x_45,x_45,worked_in_solil,x_22_5,x_45,x135_150,x112_5_137_5,x61_70,Lenka,x6,x950_1150,x_35,x750_850,x3_0_3_5,x19_21,x1,x_85,x100_120,x2,x11_0_11_5,x1_5,x15_20,x3_5,x9_10,x35_40,x_80
state3,Jb_1_,x_20,x90_110,x46_48,x175_225,x99_100,x11_4_20_4,x_15,x_97__98,x97_98,x175_225,Cereals,x_2,x30_40,x1___375_,x0_15,x15_30,x90_105,x120_135,x0_15,x30_45,x90_105,x90_105,worked_in_solil,x_22_5,x90_105,x120_135,x62_5_87_5,x41_50,Rima,x4,x750_950,x10_15,x750_850,x3_5_4_0,x13_15,x2,x_98,x40_60,x4,x9_5_10_0,x0_1,x0_5,x1_2,x9_10,x35_40,x65_70
state3,Jb_7,x20,x130_150,x46_48,x275_325,x98_99,x26_3_10_4,x17_19,x_97__98,x95_97,x275_325,Clovergrass,x_2,x50_60,x3___500_,x15_30,x0_15,x105_120,x135_150,x_105,x105_120,x_45,x_45,worked_in_solil,x37_5_47_5,x_45,x135_150,x162_5_187_5,x61_70,Senor,x6,x650_750,x_35,x950_1050,x_3_0,x19_21,x3,x_98,x100_120,x4,x10_0_10_5,x0_1,x0_5,x2_3,x9_10,x42_5_45,x65_70
state3,JB_2,x10,x130_150,x44_46,x275_325,x90_93,x21_4_26_4,x15_17,x_99_1_00,x90_93,x225_275,Cereals,x_2,x30_40,x1___375_,x45_60,x30_45,x75_90,x120_135,x15_30,x60_75,x60_75,x60_75,worked_in_solil,x_22_5,x75_90,x135_150,x112_5_137_5,x51_60,Delibes,x6,x650_750,x0_5,x700_750,x4_5_5_0,x15_17,x1,x90_95,x80_100,x3,x11_5_12_0,x0_1,x0_5,x3_5,x9_10,x42_5_45,x50_55
state4,JB_5,x_5,x50_70,x55_60,x_175,x_80,x_26_4,x_27,x_94__90,x_75,x_175,Cer_rotation,x_2,x40_50,x2__375_500_,x30_45,x30_45,x75_90,x150_165,x45_60,x90_105,x60_75,x60_75,worked_in_solil,x_57_5,x_45,x120_135,x162_5_187_5,x41_50,Meltan,x6,x650_750,x_35,x750_850,x3_0_3_5,x15_17,x2,x_98,x100_120,x6,x_12_0,x0_1,x0_5,x3_5,x9_10,x40_42_5,x55_60
state4,JB_2,x20,x70_90,x55_60,x_175,x80_85,x_26_4,x_15,x93__95,x75_80,x_175,Other,x_2,x40_50,x3___500_,x15_30,x0_15,x105_120,x135_150,x60_75,x60_75,x75_90,x75_90,Top_dressed,x_57_5,x_45,x90_105,x112_5_137_5,x_25,Canut,x4,x550_650,x25_35,x700_750,x3_0_3_5,x_13,x0,x_98,x80_100,x2,x10_0_10_5,x0_1,x0_5,x0_1,x9_10,x42_5_45,x40_50
state2,Jb_1_,x_25,x130_150,x48_50,x275_325,x_80,x_26_3,x19_21,x_95__97,x_75,x175_225,Cereals,x_2,x30_40,x1___375_,x0_15,x30_45,x75_90,x120_135,x0_15,x30_45,x75_90,x75_90,worked_in_solil,x_22_5,x75_90,x105_120,x37_5_62_5,x25_40,Marina,x5,x_350,x5_10,x850_950,x4_0_4_5,x15_17,x2,x_98,x40_60,x3,x_9,x0_1,x0_5,x1_2,x9_10,x45_47_5,x_30
state2,Jb_1_,x25,x130_150,x55_60,x225_275,x97_98,x26_3_10_4,x19_21,x_99_1_00,x97_98,x225_275,Clovergrass,x_2,x_30,x3___500_,x15_30,x0_15,x60_75,x_120,x45_60,x45_60,x45_60,x45_60,Placed,x_22_5,x45_60,x90_105,x62_5_87_5,x51_60,andre,x9,x650_750,x25_35,x750_850,x3_0_3_5,x17_19,x_3,x95_98,x60_80,x2,x11_0_11_5,x0_1,x0_5,x3_5,x9_10,x45_47_5,x55_60
state2,Jb_1_,x25,x170_190,x30_35,x_450,x_80,x_26_3,x25_27,x93__95,x_75,x275_325,Other,x_2,x30_40,x3___500_,x0_15,x0_15,x105_120,x120_135,x30_45,x15_30,x105_120,x105_120,Placed,x_22_5,x105_120,x135_150,x37_5_62_5,x61_70,Maud,x5,x_1150,x10_15,x600_650,x3_5_4_0,x15_17,x1,x85_90,x40_60,x1,x9_5_10_0,x1_5,x10_15,x3_5,x9_10,x35_40,x_80
state3,JB_6,x10,x110_130,x46_48,x225_275,x95_97,x26_3_10_4,x_15,x_99_1_00,x95_97,x225_275,Other,x_2,x50_60,x1___375_,x30_45,x15_30,x105_120,x135_150,x_105,x_120,x_45,x_45,worked_in_solil,x_22_5,x_45,x150_165,x187_5_212_5,x61_70,Alis,x2,x950_1150,x15_25,x650_700,x4_0_4_5,x19_21,x0,x_85,x120_140,x3,x11_5_12_0,x5_10,x25_30,x3_5,x9_10,x35_40,x70_80
state1,JB_9,x_15,x70_90,x30_35,x225_275,x98_99,x26_3_10_4,x_15,x_95__97,x94_95,x225_275,Cer_rotation,x_2,x40_50,x3___500_,x30_45,x45_60,x60_75,x135_150,x30_45,x90_105,x_45,x_45,Top_dressed,x_22_5,x45_60,x135_150,x187_5_212_5,x61_70,Korinna,x5,x750_950,x_35,x750_850,x3_0_3_5,x19_21,x2,x_85,x100_120,x6,x_12_0,x1_5,x10_15,x3_5,x9_10,x42_5_45,x65_70
state2,JB_4,x_25,x90_110,x44_46,x175_225,x_80,x11_4_20_4,x_15,x93__95,x_75,x_175,Cereals,x_2,x30_40,x3___500_,x15_30,x45_60,x60_75,x_120,x15_30,x60_75,x_45,x_45,worked_in_solil,x11_5_27_5,x_45,x90_105,x137_5_162_5,x51_60,Heron,x5,x450_550,x25_35,x750_850,x3_5_4_0,x17_19,x0,x85_90,x60_80,x3,x10_0_10_5,x0_1,x5_10,x3_5,x9_10,x42_5_45,x40_50
state4,JB_3,x15,x190_210,x30_35,x_450,x90_93,x_26_4,x19_21,x_97__98,x85_90,x375_425,Cer_rotation,x_2,x30_40,x2__375_500_,x15_30,x0_15,x105_120,x120_135,x0_15,x15_30,x90_105,x90_105,Placed,x27_5_32_5,x90_105,x105_120,x87_5_112_5,x25_40,Loma,x3,x650_750,x_35,x750_850,x_3_0,x13_15,x3,x_98,x40_60,x4,x9_5_10_0,x0_1,x0_5,x1_2,x9_10,x40_42_5,x55_60
state2,JB_3,x0,x50_70,x50_55,x_175,x97_98,x_26_3,x17_19,x_99_1_00,x95_97,x_175,Clovergrass,x_2,x30_40,x2__375_500_,x15_30,x15_30,x60_75,x120_135,x45_60,x75_90,x_45,x_45,worked_in_solil,x_22_5,x_45,x105_120,x87_5_112_5,x51_60,Caminant,x6,x450_550,x5_10,x700_750,x4_5_5_0,x19_21,x1,x_85,x80_100,x3,x_12_0,x1_5,x20_25,x3_5,x9_10,x40_42_5,x30_40
state2,JB_9,x10,x230_250,x40_42,x_450,x93_95,x21_4_26_4,x_15,x_99_1_00,x94_95,x375_425,Cer_rotation,x_2,x40_50,x3___500_,x30_45,x15_30,x90_105,x_120,x15_30,x45_60,x45_60,x45_60,worked_in_solil,x27_5_32_5,x45_60,x90_105,x162_5_187_5,x51_60,Prisma,x6,x650_750,x10_15,x700_750,x3_5_4_0,x13_15,x3,x_98,x60_80,x2,x9_0_9_5,x0_1,x0_5,x2_3,x9_10,x35_40,x50_55
state1,Jb_7,x20,x90_110,x44_46,x175_225,x95_97,x_26_3,x19_21,x_98__99,x94_95,x175_225,Clovergrass,x_2,x50_60,x3___500_,x30_45,x15_30,x90_105,x135_150,x0_15,x15_30,x120_135,x90_105,Placed,x_22_5,x90_105,x120_135,x112_5_137_5,x61_70,Chariot,x4,x550_650,x_35,x850_950,x_3_0,x21_23,x3,x90_95,x40_60,x5,x_12_0,x1_5,x10_15,x3_5,x9_10,x35_40,x50_55
state3,JB_6,x5,x70_90,x46_48,x_175,x95_97,x11_4_20_4,x_15,x_99_1_00,x95_97,x_175,Beets,x_2,x50_60,x3___500_,x30_45,x30_45,x90_105,x150_165,x_105,x_120,x_45,x_45,Placed,x37_5_47_5,x_45,x165_180,x137_5_162_5,x61_70,Portia,x5,x750_950,x_35,x650_700,x_3_0,x21_23,x3,x_85,x120_140,x4,x10_5_11_0,x5_10,x15_20,x3_5,x9_10,x42_5_45,x55_60
state0,JB_9,x_10,x50_70,x44_46,x_175,x99_100,x21_4_26_4,x_15,x90__93,x90_93,x_175,Cereals,x_2,x40_50,x2__375_500_,x30_45,x45_60,x75_90,x120_135,x15_30,x60_75,x45_60,x45_60,Top_dressed,x_22_5,x45_60,x120_135,x187_5_212_5,x61_70,x_321rja,x7,x550_650,x10_15,x850_950,x4_0_4_5,x_23,x1,x_85,x60_80,x5,x_12_0,x5_10,x25_30,x3_5,x9_10,x35_40,x50_55
state4,JB_6,x15,x230_250,x44_46,x_450,x99_100,x11_4_20_4,x_15,x_98__99,x98__99,x_425,Other,x_2,x40_50,x1___375_,x45_60,x30_45,x75_90,x135_150,x_105,x_120,x_45,x_45,Top_dressed,x11_5_27_5,x_45,x150_165,x162_5_187_5,x51_60,Trebon,x6,x550_650,x5_10,x950_1050,x4_0_4_5,x19_21,x2,x95_98,x120_140,x4,x_12_0,x0_1,x0_5,x2_3,x9_10,x45_47_5,x60_65
state4,Jb_7,x20,x70_90,x50_55,x_175,x_80,x21_4_26_4,x_15,x_95__97,x_75,x_175,Cer_rotation,x_2,x50_60,x3___500_,x30_45,x15_30,x105_120,x120_135,x15_30,x30_45,x90_105,x90_105,Top_dressed,x_22_5,x75_90,x120_135,x112_5_137_5,x25_40,Jill,x4,x350_450,x0_5,x950_1050,x3_5_4_0,x15_17,x0,x_98,x40_60,x3,x9_5_10_0,x0_1,x0_5,x0_1,x9_10,x42_5_45,x40_50
state0,JB_6,x_10,x70_90,x42_44,x175_225,x_80,x11_4_20_4,x15_17,x_99_1_00,x75_80,x_175,Cer_rotation,x_2,x40_50,x1___375_,x30_45,x45_60,x60_75,x135_150,x75_90,x_120,x_45,x_45,Top_dressed,x11_5_27_5,x_45,x165_180,x162_5_187_5,x51_60,Derkado,x5,x650_750,x5_10,x650_700,x4_5_5_0,x17_19,x1,x_85,x120_140,x4,x11_0_11_5,x1_5,x15_20,x3_5,x9_10,x45_47_5,x40_50
state3,Jb_1_,x10,x170_190,x55_60,x275_325,x_80,x_26_4,x_15,x_99_1_00,x75_80,x225_275,Beets,x_2,x30_40,x3___500_,x15_30,x0_15,x90_105,x120_135,x15_30,x30_45,x75_90,x75_90,Placed,x_22_5,x75_90,x120_135,x37_5_62_5,x_25,Optic,x5,x450_550,x15_25,x750_850,x3_0_3_5,x13_15,x1,x_98,x40_60,x3,x_9,x0_1,x0_5,x1_2,x9_10,x42_5_45,x40_50
state4,Jb_7,x_20,x50_70,x50_55,x_175,x80_85,x_26_4,x_15,x_99_1_00,x80_85,x_175,Other,x_2,x50_60,x2__375_500_,x30_45,x45_60,x75_90,x150_165,x60_75,x_120,x_45,x_45,Placed,x_22_5,x_45,x165_180,x137_5_162_5,x51_60,Korinna,x5,x650_750,x_35,x850_950,x_3_0,x21_23,x1,x_85,x120_140,x5,x_12_0,x1_5,x10_15,x3_5,x9_10,x45_47_5,x60_65
state0,JB_2,x_20,x110_130,x44_46,x225_275,x98_99,x_26_4,x_15,x_97__98,x95_97,x225_275,Cereals,x_2,x30_40,x2__375_500_,x30_45,x45_60,x60_75,x120_135,x15_30,x75_90,x45_60,x45_60,Top_dressed,x_22_5,x45_60,x135_150,x112_5_137_5,x25_40,Peel,x6,x450_550,x15_25,x850_950,x4_0_4_5,x17_19,x0,x95_98,x80_100,x4,x11_0_11_5,x0_1,x0_5,x3_5,x9_10,x45_47_5,x40_50
state0,JB_4,x15,x90_110,x30_35,x275_325,x93_95,x_26_4,x_15,x_97__98,x90_93,x225_275,Clovergrass,x_2,x40_50,x3___500_,x30_45,x15_30,x75_90,x120_135,x30_45,x60_75,x60_75,x60_75,worked_in_solil,x27_5_32_5,x45_60,x105_120,x87_5_112_5,x_25,Lysimax,x1,x_350,x0_5,x950_1050,x4_0_4_5,x15_17,x0,x_98,x80_100,x6,x_12_0,x0_1,x0_5,x0_1,x9_10,x42_5_45,x_30
state0,JB_6,x0,x50_70,x46_48,x_175,x93_95,x21_4_26_4,x_15,x_99_1_00,x94_95,x_175,Cer_rotation,x_2,x40_50,x2__375_500_,x30_45,x30_45,x75_90,x135_150,x30_45,x60_75,x75_90,x75_90,worked_in_solil,x_57_5,x_45,x90_105,x162_5_187_5,x41_50,Mie,x5,x450_550,x25_35,x750_850,x3_0_3_5,x15_17,x2,x95_98,x80_100,x4,x11_5_12_0,x0_1,x0_5,x3_5,x9_10,x42_5_45,x30_40
state0,JB_5,x10,x70_90,x55_60,x_175,x90_93,x21_4_26_4,x_15,x_99_1_00,x90_93,x_175,Cereals,x_2,x40_50,x2__375_500_,x45_60,x30_45,x90_105,x120_135,x15_30,x60_75,x45_60,x45_60,Placed,x_22_5,x45_60,x105_120,x137_5_162_5,x51_60,Baracuda,x5,x550_650,x0_5,x750_850,x4_5_5_0,x17_19,x3,x95_98,x60_80,x3,x9_0_9_5,x0_1,x0_5,x3_5,x9_10,x40_42_5,x40_50
state1,JB_4,x5,x70_90,x44_46,x175_225,x_80,x11_4_20_4,x15_17,x_99_1_00,x75_80,x_175,Clovergrass,x_2,x40_50,x1___375_,x30_45,x30_45,x60_75,x120_135,x_105,x_120,x_45,x_45,Top_dressed,x11_5_27_5,x_45,x150_165,x112_5_137_5,x25_40,Etna,x5,x450_550,x25_35,x850_950,x3_5_4_0,x17_19,x1,x90_95,x120_140,x2,x_12_0,x0_1,x0_5,x3_5,x9_10,x45_47_5,x40_50
state2,JB_4,x10,x230_250,x48_50,x_450,x99_100,x21_4_26_4,x_15,x_99_1_00,x98__99,x_425,Clovergrass,x_2,x30_40,x3___500_,x15_30,x0_15,x75_90,x120_135,x_105,x_120,x_45,x_45,worked_in_solil,x_22_5,x_45,x165_180,x87_5_112_5,x51_60,Rima,x6,x750_950,x10_15,x750_850,x4_0_4_5,x19_21,x1,x_85,x120_140,x4,x_12_0,x1_5,x15_20,x3_5,x9_10,x42_5_45,x65_70
state0,JB_2,x_10,x50_70,x35_40,x_175,x90_93,x21_4_26_4,x_15,x_98__99,x90_93,x_175,Beets,x_2,x30_40,x1___375_,x15_30,x30_45,x60_75,x120_135,x45_60,x75_90,x_45,x_45,Placed,x37_5_47_5,x_45,x105_120,x87_5_112_5,x25_40,Lamba,x3,x450_550,x_35,x850_950,x_3_0,x17_19,x1,x_98,x80_100,x2,x11_5_12_0,x0_1,x0_5,x3_5,x9_10,x35_40,x40_50
state3,JB_6,x_10,x50_70,x40_42,x_175,x90_93,x26_3_10_4,x21_23,x_97__98,x85_90,x_175,Clovergrass,x_2,x40_50,x3___500_,x30_45,x45_60,x45_60,x120_135,x_105,x_120,x_45,x_45,worked_in_solil,x37_5_47_5,x_45,x165_180,x187_5_212_5,x61_70,Vintage,x4,x750_950,x25_35,x850_950,x3_5_4_0,x21_23,x2,x85_90,x120_140,x4,x_12_0,x1_5,x10_15,x3_5,x9_10,x35_40,x70_80
state0,JB_5,x5,x70_90,x40_42,x175_225,x95_97,x11_4_20_4,x15_17,x_99_1_00,x95_97,x175_225,Beets,x_2,x40_50,x3___500_,x30_45,x30_45,x75_90,x135_150,x45_60,x75_90,x45_60,x45_60,Top_dressed,x37_5_47_5,x_45,x105_120,x137_5_162_5,x51_60,Loma,x4,x550_650,x0_5,x700_750,x_5_0,x21_23,x1,x_85,x80_100,x3,x11_5_12_0,x5_10,x20_25,x3_5,x9_10,x40_42_5,x40_50
state2,JB_5,x5,x90_110,x30_35,x275_325,x99_100,x_26_4,x21_23,x_98__99,x97_98,x275_325,Beets,x_2,x50_60,x3___500_,x30_45,x30_45,x90_105,x135_150,x60_75,x90_105,x45_60,x45_60,Top_dressed,x_22_5,x60_75,x150_165,x162_5_187_5,x41_50,Rima,x5,x750_950,x15_25,x850_950,x3_5_4_0,x15_17,x1,x_98,x100_120,x4,x11_5_12_0,x0_1,x0_5,x1_2,x9_10,x45_47_5,x70_80
state3,JB_6,x25,x210_230,x50_55,x375_424,x90_93,x26_3_10_4,x_15,x_99_1_00,x90_93,x325_375,Cereals,x_2,x30_40,x2__375_500_,x30_45,x0_15,x105_120,x120_135,x30_45,x45_60,x75_90,x75_90,worked_in_solil,x27_5_32_5,x60_75,x105_120,x137_5_162_5,x51_60,Vintage,x5,x750_950,x15_25,x600_650,x3_5_4_0,x19_21,x2,x_85,x60_80,x4,x_12_0,x5_10,x20_25,x3_5,x9_10,x35_40,x50_55
state1,JB_2,x_5,x210_230,x42_44,x_450,x80_85,x_26_3,x19_21,x_99_1_00,x80_85,x325_375,Other,x_2,x30_40,x2__375_500_,x30_45,x30_45,x75_90,x120_135,x90_105,x_120,x_45,x_45,Top_dressed,x_22_5,x45_60,x180_195,x112_5_137_5,x51_60,Selim,x5,x650_750,x_35,x850_950,x_3_0,x19_21,x2,x90_95,x120_140,x3,x9_0_9_5,x0_1,x0_5,x3_5,x9_10,x42_5_45,x60_65
