Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,AMDewptCalPl,ScenRelAMIns,LIfr12ZDENSd,AMInsWliScen,AMInstabMt,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,CapInScen,LatestCIN,LLIW,CurPropConv,Dewpoints,LoLevMoistAd,InsChange,InsSclInScen,LowLLapse,MeanRH,MidLLapse,MountainFcst,MvmtFeatures,ScenRel3_4,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
Aug20_Sep15,K,CThruK,PartInhibit,Average,Neutral,K,N1GtLIGt_4,MoreUnstable,Weak,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Dry,VeryWet,VeryWet,Clear,PC,PC,PC,Weak,StrongWest,Strong,Weak,Strong,Some,LittleChange,LittleChange,Average,PartInhibit,Unfavorable,None,LowNHighS,WeakPos,LittleChange,MoreUnstable,ModerateOrLe,Dry,ModerateOrLe,SIG,StrongFront,ACEFK,K,XNIL,XNIL,SIG,MoistMDryL,E_W_N,SigPositive,Moving,AllElse,LVorOther,WidespdDnsl
Aug20_Sep15,C,CThruK,PartInhibit,LessThanAve,Stability,CDEJ,N5GtLIGt_8,LessUnstable,Strong,Down,Down,StrongUp,Down,Down,VeryWet,Neutral,Wet,Wet,PC,Clear,Clear,Clear,Strong,DCVZFavor,Weak,Weak,None,Marked,IncCapDecIns,Increasing,Average,PartInhibit,Moderate,Slight,LowEvrywhere,Neutral,Increasing,LessUnstable,CloseToDryAd,Dry,Steep,SVR,MarkedUpper,ACEFK,C,SIG,SIG,SVR,Other,E_W_S,SigNegative,QStationary,NWQuad,Westerly,LongAnticyc
May15_Jun14,K,CThruK,TotalInhibit,MoreThanAve,Neutral,K,N1GtLIGt_4,MoreUnstable,Strong,StrongUp,Down,WeakUp,Neutral,Neutral,Dry,Wet,Wet,Neutral,Cloudy,PC,Cloudy,Cloudy,Strong,StrongWest,Strong,Strong,Weak,Marked,LittleChange,LittleChange,MoreThanAve,PartInhibit,Strong,Strong,LowNHighS,WeakPos,Decreasing,MoreUnstable,ModerateOrLe,Average,CloseToDryAd,SVR,OtherRapid,ACEFK,K,SIG,SIG,SVR,MoistMDryL,None,SigPositive,Moving,AllElse,Westerly,WidespdDnsl
Jul16_Aug10,C,CThruK,None,Average,Instability,CDEJ,N1GtLIGt_4,Average,None,Down,StronUp,WeakUp,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,PC,PC,PC,Clear,None,DCVZFavor,None,Weak,Weak,None,LittleChange,LittleChange,Average,Stifling,Weak,None,LowNHighS,StrongPos,Increasing,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,XNIL,StrongFront,ACEFK,C,XNIL,XNIL,XNIL,Other,E_W_N,PosToNeg,None,SWQuad,Westerly,LongAnticyc
Aug11_Aug20,B,AB,PartInhibit,Average,Neutral,ABI,N5GtLIGt_8,MoreUnstable,None,Down,StronUp,Neutral,Neutral,Neutral,Dry,Dry,Wet,Wet,Clear,Clear,Clear,Clear,Strong,DCVZFavor,Strong,None,Weak,Some,LittleChange,LittleChange,Average,PartInhibit,Unfavorable,None,LowMtsHighPl,WeakPos,Increasing,MoreUnstable,Stable,Average,Steep,SVR,NoMajor,B,B,XNIL,XNIL,SVR,Other,DenvCyclone,PosToNeg,Moving,NWQuad,Westerly,DenvCyclone
Jul16_Aug10,G,CThruK,PartInhibit,Average,Instability,G,N1GtLIGt_4,Average,Weak,StrongUp,WeakUp,Down,Neutral,Neutral,Dry,Neutral,Wet,Wet,Clear,PC,PC,PC,Strong,Westerly,Strong,Strong,Strong,Some,LittleChange,LittleChange,Average,PartInhibit,Moderate,Moderate,LowAtStation,Neutral,LittleChange,Average,CloseToDryAd,Dry,CloseToDryAd,SIG,NoMajor,GJ,G,SVR,SVR,SVR,Other,None,SigPositive,None,NWQuad,Westerly,LongAnticyc
May15_Jun14,K,CThruK,PartInhibit,Average,Stability,K,N1GtLIGt_4,Average,Weak,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Wet,Wet,Clear,PC,Clear,Clear,Strong,Westerly,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,LessThanAve,None,Strong,Strong,Other,Neutral,LittleChange,Average,Steep,Average,Steep,XNIL,StrongFront,ACEFK,K,SIG,SIG,SIG,MoistMDryL,DenvCyclone,SigPositive,Moving,AllElse,Westerly,SEQuad
Aug11_Aug20,C,CThruK,PartInhibit,LessThanAve,Neutral,CDEJ,N1GtLIGt_4,LessUnstable,Weak,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,Neutral,Wet,Wet,PC,Clear,PC,Cloudy,Weak,Westerly,Weak,Weak,Weak,None,IncCapDecIns,Increasing,LessThanAve,Stifling,Unfavorable,None,LowEvrywhere,StrongPos,Increasing,LessUnstable,ModerateOrLe,Dry,Steep,XNIL,NoMajor,ACEFK,C,XNIL,XNIL,XNIL,MoistMDryL,E_W_N,LittleChange,Moving,NWQuad,LVorOther,LongAnticyc
Aug20_Sep15,J,CThruK,None,LessThanAve,Stability,CDEJ,N1GtLIGt_4,LessUnstable,Strong,StrongUp,StronUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,Clear,Clear,Strong,DCVZFavor,Weak,None,Weak,Marked,LittleChange,LittleChange,LessThanAve,Stifling,Unfavorable,None,HighEvrywher,StrongPos,Increasing,LessUnstable,Steep,Average,Steep,SIG,NoMajor,GJ,J,XNIL,SIG,SIG,MoistMDryL,DryLine,PosToNeg,Other,LV,LVorOther,LV
May15_Jun14,B,AB,Stifling,MoreThanAve,Stability,ABI,N1GtLIGt_4,LessUnstable,Weak,Down,WeakUp,WeakUp,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,DCVZFavor,Weak,None,Weak,Marked,LittleChange,LittleChange,MoreThanAve,PartInhibit,Moderate,Slight,LowNHighS,Neutral,Increasing,Average,Stable,Average,CloseToDryAd,SIG,NoMajor,B,B,XNIL,XNIL,SIG,Other,DenvCyclone,LittleChange,Moving,AllElse,LVorOther,DenvCyclone
May15_Jun14,C,CThruK,None,LessThanAve,Stability,CDEJ,N5GtLIGt_8,LessUnstable,None,WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,DCVZFavor,None,Strong,Strong,Some,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Weak,Slight,LowEvrywhere,WeakPos,Decreasing,LessUnstable,Steep,Average,Steep,XNIL,StrongFront,ACEFK,C,XNIL,SIG,SIG,MoistMDryL,E_W_S,PosToNeg,None,NWQuad,Westerly,LongAnticyc
Jun15_Jul1,B,AB,None,LessThanAve,Stability,ABI,N1GtLIGt_4,LessUnstable,Weak,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,Other,Weak,None,None,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Strong,Strong,LowMtsHighPl,WeakPos,Increasing,LessUnstable,Stable,Average,Steep,SIG,NoMajor,B,B,XNIL,XNIL,SIG,DryMMoistL,DenvCyclone,LittleChange,Other,AllElse,LVorOther,E_NE
May15_Jun14,K,CThruK,PartInhibit,Average,Neutral,K,N1GtLIGt_4,Average,None,Neutral,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Clear,PC,PC,PC,Weak,Westerly,Weak,None,None,None,IncCapDecIns,Increasing,Average,PartInhibit,Weak,Moderate,LowNHighS,Negative,Increasing,Average,Steep,Average,ModerateOrLe,SVR,StrongFront,ACEFK,K,SIG,SIG,SVR,Other,E_W_N,SigPositive,Moving,AllElse,Westerly,DenvCyclone
Aug20_Sep15,E,CThruK,PartInhibit,Average,Neutral,CDEJ,N1GtLIGt_4,Average,Weak,StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,Strong,DCVZFavor,Strong,Weak,Strong,Some,LittleChange,LittleChange,Average,PartInhibit,Moderate,Strong,LowAtStation,StrongPos,Increasing,MoreUnstable,Stable,Dry,Steep,SIG,NoMajor,ACEFK,E,XNIL,XNIL,SIG,MoistMDryL,None,LittleChange,None,SWQuad,Westerly,WidespdDnsl
Jul2_Jul15,J,CThruK,PartInhibit,LessThanAve,Neutral,CDEJ,LILt_8,LessUnstable,Weak,Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,PC,PC,PC,Weak,Other,None,Weak,Weak,Some,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Moderate,Slight,LowEvrywhere,Neutral,Decreasing,LessUnstable,ModerateOrLe,Average,Steep,XNIL,NoMajor,GJ,J,XNIL,XNIL,XNIL,MoistMDryL,DryLine,LittleChange,QStationary,LV,LVorOther,LV
Aug20_Sep15,A,AB,None,LessThanAve,Stability,ABI,N5GtLIGt_8,LessUnstable,Strong,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,DCVZFavor,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,LessThanAve,Stifling,Strong,None,LowMtsHighPl,Neutral,LittleChange,LessUnstable,ModerateOrLe,Dry,ModerateOrLe,XNIL,MarkedUpper,ACEFK,A,XNIL,XNIL,XNIL,DryMMoistL,E_W_S,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
Jun15_Jul1,G,CThruK,None,LessThanAve,Instability,G,LIGt0,Average,Strong,WeakUp,StronUp,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,Wet,Clear,PC,Clear,Clear,Strong,DCVZFavor,Weak,Weak,Strong,Marked,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Weak,None,LowEvrywhere,Negative,Decreasing,LessUnstable,Steep,Dry,CloseToDryAd,SVR,NoMajor,GJ,G,XNIL,XNIL,SVR,Other,DryLine,LittleChange,Moving,AllElse,Westerly,WidespdDnsl
May15_Jun14,B,AB,PartInhibit,LessThanAve,Neutral,ABI,N5GtLIGt_8,Average,Weak,Down,Down,Neutral,Down,Down,Neutral,Neutral,Dry,Dry,PC,PC,PC,Cloudy,Strong,DCVZFavor,None,None,Weak,Marked,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Unfavorable,None,LowMtsHighPl,WeakPos,Decreasing,LessUnstable,Steep,Average,Steep,XNIL,NoMajor,B,B,SIG,SIG,SIG,Other,DenvCyclone,NegToPos,Moving,AllElse,LVorOther,DenvCyclone
May15_Jun14,C,CThruK,PartInhibit,Average,Instability,CDEJ,N1GtLIGt_4,LessUnstable,Weak,Down,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Dry,Dry,Clear,PC,Clear,Clear,Strong,Westerly,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,Average,PartInhibit,Moderate,Moderate,LowEvrywhere,Neutral,Increasing,Average,CloseToDryAd,Average,ModerateOrLe,XNIL,StrongFront,ACEFK,C,XNIL,XNIL,XNIL,Other,None,SigNegative,Other,NWQuad,LVorOther,LongAnticyc
Jul16_Aug10,C,CThruK,Stifling,MoreThanAve,Stability,CDEJ,N1GtLIGt_4,LessUnstable,Weak,Neutral,Down,Down,Down,Down,Wet,Dry,Neutral,Dry,PC,Cloudy,Cloudy,Cloudy,Strong,StrongWest,Strong,None,Weak,Marked,LittleChange,LittleChange,MoreThanAve,Stifling,Weak,Slight,LowEvrywhere,WeakPos,Increasing,Average,Steep,VeryMoist,Steep,SVR,NoMajor,ACEFK,C,XNIL,XNIL,SVR,Other,E_W_N,PosToNeg,None,NWQuad,Westerly,LV
Aug20_Sep15,C,CThruK,None,LessThanAve,Instability,CDEJ,N5GtLIGt_8,LessUnstable,None,StrongUp,Neutral,Neutral,StrongUp,StrongUp,Neutral,Wet,Wet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,None,Westerly,None,None,None,None,LittleChange,LittleChange,LessThanAve,None,Moderate,Slight,LowNHighS,WeakPos,Decreasing,LessUnstable,ModerateOrLe,Dry,Steep,XNIL,OtherRapid,ACEFK,C,XNIL,XNIL,XNIL,Other,E_W_N,SigPositive,None,AllElse,LVorOther,LongAnticyc
May15_Jun14,K,CThruK,Stifling,MoreThanAve,Instability,K,N1GtLIGt_4,MoreUnstable,None,Neutral,StronUp,Neutral,WeakUp,WeakUp,VeryWet,Wet,Wet,Wet,Clear,PC,Clear,PC,None,DCVZFavor,None,None,Weak,None,DecCapIncIns,Decreasing,Average,None,Moderate,Slight,Other,WeakPos,Decreasing,LessUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,XNIL,StrongFront,ACEFK,K,XNIL,XNIL,XNIL,Other,MovingFtorOt,SigPositive,None,AllElse,LVorOther,WidespdDnsl
Jul16_Aug10,E,CThruK,PartInhibit,MoreThanAve,Instability,CDEJ,N1GtLIGt_4,Average,Strong,WeakUp,Neutral,Down,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,PC,PC,PC,PC,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Strong,Strong,LowAtStation,Negative,Decreasing,Average,ModerateOrLe,Average,ModerateOrLe,SVR,NoMajor,ACEFK,E,XNIL,SVR,SVR,MoistMDryL,None,LittleChange,None,SWQuad,LVorOther,LongAnticyc
Aug20_Sep15,K,CThruK,PartInhibit,Average,Neutral,K,N1GtLIGt_4,Average,None,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Wet,Dry,Dry,PC,PC,PC,PC,None,DCVZFavor,None,Weak,None,None,IncCapDecIns,Increasing,Average,None,Strong,Strong,Other,WeakPos,Increasing,Average,Steep,Dry,ModerateOrLe,XNIL,StrongFront,ACEFK,K,XNIL,XNIL,XNIL,DryMMoistL,MovingFtorOt,NegToPos,None,NWQuad,LVorOther,SEQuad
Jul16_Aug10,G,CThruK,PartInhibit,Average,Instability,G,LIGt0,LessUnstable,Weak,WeakUp,StronUp,WeakUp,StrongUp,StrongUp,Neutral,VeryWet,Wet,VeryWet,Clear,PC,PC,Cloudy,Strong,DCVZFavor,Strong,Strong,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,TotalInhibit,Weak,None,LowEvrywhere,StrongPos,Increasing,MoreUnstable,CloseToDryAd,Dry,Steep,XNIL,NoMajor,GJ,G,SIG,SIG,SIG,MoistMDryL,E_W_S,SigNegative,None,LV,Westerly,LV
Jun15_Jul1,E,CThruK,PartInhibit,LessThanAve,Neutral,CDEJ,N1GtLIGt_4,MoreUnstable,Strong,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Wet,Wet,Neutral,Clear,Clear,Clear,Clear,Strong,StrongWest,Strong,None,Weak,Marked,IncCapDecIns,Increasing,LessThanAve,None,Weak,Slight,Other,Neutral,Increasing,MoreUnstable,Steep,Dry,ModerateOrLe,SIG,NoMajor,ACEFK,E,XNIL,XNIL,SIG,MoistMDryL,E_W_N,LittleChange,None,SWQuad,Westerly,E_NE
Aug20_Sep15,K,CThruK,None,LessThanAve,Stability,K,LIGt0,Average,None,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,PC,Clear,Clear,Clear,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Strong,Strong,Other,Negative,LittleChange,Average,ModerateOrLe,VeryMoist,CloseToDryAd,SIG,StrongFront,ACEFK,K,SIG,XNIL,SIG,DryMMoistL,MovingFtorOt,SigPositive,QStationary,NWQuad,Westerly,SEQuad
Jul16_Aug10,H,CThruK,TotalInhibit,MoreThanAve,Stability,H,N5GtLIGt_8,MoreUnstable,Strong,Down,Neutral,WeakUp,WeakUp,WeakUp,Wet,Dry,Dry,Neutral,Clear,Clear,Clear,Clear,Strong,Westerly,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Weak,Slight,LowMtsHighPl,Negative,LittleChange,MoreUnstable,Stable,VeryMoist,ModerateOrLe,SVR,MarkedUpper,HI,H,XNIL,XNIL,SVR,Other,Other,SigPositive,Moving,AllElse,LVorOther,E_NE
May15_Jun14,K,CThruK,Stifling,Average,Stability,K,LILt_8,MoreUnstable,Weak,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Wet,Wet,PC,Cloudy,PC,PC,Strong,StrongWest,Strong,None,Strong,Some,DecCapIncIns,Decreasing,LessThanAve,PartInhibit,Strong,Strong,LowNHighS,Neutral,Decreasing,LessUnstable,Steep,VeryMoist,Steep,SIG,StrongFront,ACEFK,K,XNIL,XNIL,SIG,DryMMoistL,MovingFtorOt,PosToNeg,QStationary,AllElse,Westerly,SEQuad
Jul16_Aug10,C,CThruK,PartInhibit,Average,Stability,CDEJ,N5GtLIGt_8,LessUnstable,None,WeakUp,Down,Neutral,Down,Down,Dry,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Weak,Other,None,Strong,Strong,None,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Strong,Strong,LowEvrywhere,Negative,LittleChange,LessUnstable,ModerateOrLe,Dry,Steep,XNIL,MarkedUpper,ACEFK,C,SIG,SIG,SIG,DryMMoistL,E_W_N,NegToPos,QStationary,NWQuad,Westerly,LongAnticyc
May15_Jun14,B,AB,Stifling,Average,Stability,ABI,LIGt0,LessUnstable,Strong,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Average,PartInhibit,Moderate,Slight,LowSHighN,Neutral,LittleChange,LessUnstable,ModerateOrLe,VeryMoist,Steep,SVR,NoMajor,B,B,SIG,SIG,SVR,DryMMoistL,E_W_S,PosToNeg,Other,AllElse,Westerly,DenvCyclone
Aug20_Sep15,K,CThruK,PartInhibit,Average,Stability,K,N5GtLIGt_8,MoreUnstable,None,StrongUp,Down,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,Weak,Other,None,None,None,None,LittleChange,LittleChange,Average,PartInhibit,Weak,None,HighEvrywher,Neutral,Increasing,MoreUnstable,ModerateOrLe,VeryMoist,ModerateOrLe,XNIL,MarkedUpper,ACEFK,K,XNIL,XNIL,XNIL,Other,E_W_S,SigPositive,Other,NWQuad,Westerly,WidespdDnsl
Jun15_Jul1,A,AB,PartInhibit,Average,Neutral,ABI,N1GtLIGt_4,Average,Weak,Down,Down,Down,Down,Down,Neutral,Neutral,Dry,Dry,PC,Cloudy,Cloudy,Cloudy,Strong,StrongWest,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Unfavorable,None,LowMtsHighPl,Negative,Decreasing,LessUnstable,Stable,VeryMoist,Steep,SIG,MarkedUpper,ACEFK,A,XNIL,XNIL,SIG,DryMMoistL,DryLine,NegToPos,Other,AllElse,Westerly,DenvCyclone
Aug20_Sep15,E,CThruK,Stifling,MoreThanAve,Instability,CDEJ,LILt_8,MoreUnstable,Weak,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,TotalInhibit,Weak,None,LowMtsHighPl,Negative,LittleChange,MoreUnstable,CloseToDryAd,Average,Steep,SIG,NoMajor,ACEFK,E,SIG,SIG,SIG,Other,DryLine,SigPositive,None,SWQuad,LVorOther,LV
Jun15_Jul1,K,CThruK,Stifling,Average,Instability,K,N1GtLIGt_4,MoreUnstable,None,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Wet,VeryWet,Clear,Clear,Clear,PC,Weak,Westerly,None,Strong,None,Some,IncCapDecIns,Increasing,MoreThanAve,None,Weak,Slight,Other,StrongPos,Increasing,MoreUnstable,CloseToDryAd,VeryMoist,ModerateOrLe,SIG,StrongFront,ACEFK,K,XNIL,XNIL,SIG,Other,MovingFtorOt,SigPositive,None,NWQuad,Westerly,E_NE
May15_Jun14,C,CThruK,None,Average,Stability,CDEJ,N1GtLIGt_4,LessUnstable,None,Down,StronUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,None,DCVZFavor,None,Weak,Weak,None,IncCapDecIns,Increasing,MoreThanAve,Stifling,Weak,Slight,Other,WeakPos,Increasing,LessUnstable,Steep,Dry,CloseToDryAd,XNIL,MarkedUpper,ACEFK,C,XNIL,XNIL,XNIL,Other,E_W_N,NegToPos,QStationary,NWQuad,LVorOther,LongAnticyc
Aug20_Sep15,D,CThruK,Stifling,MoreThanAve,Stability,CDEJ,N1GtLIGt_4,Average,None,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Dry,Neutral,Wet,Wet,Cloudy,PC,Cloudy,Clear,Weak,Other,None,Strong,Weak,None,IncCapDecIns,Increasing,MoreThanAve,Stifling,Strong,Strong,LowEvrywhere,Negative,Decreasing,LessUnstable,Steep,Average,ModerateOrLe,XNIL,MarkedUpper,D,D,SIG,SIG,SIG,Other,None,SigNegative,Other,NWQuad,LVorOther,LongAnticyc
Jul16_Aug10,K,CThruK,None,Average,Instability,K,N1GtLIGt_4,Average,None,Neutral,StronUp,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Weak,DCVZFavor,Weak,Weak,Weak,Some,DecCapIncIns,Decreasing,LessThanAve,None,Unfavorable,None,HighEvrywher,Neutral,Decreasing,LessUnstable,Steep,VeryMoist,CloseToDryAd,SIG,MarkedUpper,ACEFK,K,XNIL,XNIL,SIG,DryMMoistL,MovingFtorOt,SigPositive,None,AllElse,Westerly,WidespdDnsl
Jul16_Aug10,D,CThruK,PartInhibit,MoreThanAve,Neutral,CDEJ,N1GtLIGt_4,MoreUnstable,Weak,Down,Neutral,Neutral,Neutral,Neutral,Wet,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,Stifling,Strong,Moderate,LowMtsHighPl,Negative,LittleChange,MoreUnstable,Steep,Average,Steep,SIG,NoMajor,D,D,SIG,SIG,SIG,DryMMoistL,DryLine,SigNegative,Moving,SWQuad,Westerly,WidespdDnsl
Aug11_Aug20,E,CThruK,PartInhibit,Average,Neutral,CDEJ,LILt_8,MoreUnstable,Strong,StrongUp,Down,StrongUp,WeakUp,WeakUp,Dry,Wet,Wet,Wet,PC,Clear,PC,PC,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Average,None,Weak,Slight,LowNHighS,Negative,Decreasing,MoreUnstable,ModerateOrLe,Average,ModerateOrLe,SIG,NoMajor,ACEFK,E,XNIL,XNIL,SIG,MoistMDryL,DryLine,LittleChange,Other,AllElse,Westerly,E_NE
Jul16_Aug10,J,CThruK,PartInhibit,Average,Instability,CDEJ,LILt_8,MoreUnstable,Strong,Neutral,Down,Down,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,PC,Clear,PC,PC,Strong,DCVZFavor,Strong,None,Weak,Marked,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Strong,LowAtStation,WeakPos,Increasing,MoreUnstable,Steep,Average,CloseToDryAd,SIG,NoMajor,GJ,J,SIG,SIG,SIG,DryMMoistL,Other,LittleChange,Other,LV,LVorOther,LV
Aug20_Sep15,C,CThruK,PartInhibit,LessThanAve,Stability,CDEJ,N1GtLIGt_4,MoreUnstable,None,StrongUp,Down,Down,Down,Down,VeryWet,Wet,Neutral,Neutral,PC,PC,PC,PC,Weak,Westerly,Weak,None,Weak,None,IncCapDecIns,Increasing,LessThanAve,None,Moderate,Strong,LowAtStation,Neutral,Increasing,MoreUnstable,CloseToDryAd,Average,CloseToDryAd,SIG,OtherRapid,ACEFK,C,SVR,SVR,SVR,Other,E_W_N,NegToPos,Moving,AllElse,LVorOther,LV
May15_Jun14,G,CThruK,PartInhibit,LessThanAve,Instability,G,N1GtLIGt_4,MoreUnstable,None,WeakUp,Down,Neutral,Down,Down,Neutral,Wet,Dry,Dry,PC,PC,Clear,Clear,Weak,StrongWest,Strong,None,Strong,None,LittleChange,LittleChange,LessThanAve,PartInhibit,Weak,None,LowEvrywhere,Neutral,LittleChange,MoreUnstable,CloseToDryAd,Dry,CloseToDryAd,SIG,MarkedUpper,GJ,G,SIG,SIG,SIG,Other,None,SigNegative,None,LV,LVorOther,WidespdDnsl
Aug20_Sep15,H,CThruK,Stifling,MoreThanAve,Neutral,H,N1GtLIGt_4,LessUnstable,Weak,Down,Down,WeakUp,Down,Down,Neutral,Wet,Neutral,Dry,Clear,Clear,Clear,Clear,Strong,DCVZFavor,Weak,Strong,Strong,Marked,IncCapDecIns,Increasing,MoreThanAve,PartInhibit,Moderate,Slight,LowMtsHighPl,Negative,Decreasing,LessUnstable,Stable,VeryMoist,CloseToDryAd,SIG,OtherRapid,HI,H,XNIL,XNIL,SIG,Other,MovingFtorOt,SigNegative,None,NWQuad,LVorOther,E_NE
Aug20_Sep15,E,CThruK,Stifling,Average,Stability,CDEJ,N1GtLIGt_4,MoreUnstable,Weak,Neutral,Neutral,Down,Down,Down,Neutral,VeryWet,Neutral,Wet,PC,Clear,PC,Clear,Strong,Other,None,Weak,Strong,None,IncCapDecIns,Increasing,MoreThanAve,Stifling,Moderate,None,LowEvrywhere,Negative,LittleChange,MoreUnstable,CloseToDryAd,Average,ModerateOrLe,XNIL,NoMajor,ACEFK,E,XNIL,XNIL,XNIL,MoistMDryL,None,NegToPos,Other,NWQuad,Westerly,DenvCyclone
Jul16_Aug10,D,CThruK,PartInhibit,Average,Stability,CDEJ,N5GtLIGt_8,MoreUnstable,Weak,Down,StronUp,Down,Down,Down,Neutral,Neutral,Neutral,Dry,Clear,PC,Clear,Clear,Strong,Other,Weak,None,Strong,Some,IncCapDecIns,Increasing,MoreThanAve,None,Moderate,Strong,LowEvrywhere,StrongPos,Increasing,MoreUnstable,CloseToDryAd,Average,CloseToDryAd,SVR,MarkedUpper,D,D,SIG,SVR,SVR,MoistMDryL,None,NegToPos,Other,SWQuad,Westerly,LongAnticyc
Jul16_Aug10,B,AB,PartInhibit,LessThanAve,Stability,ABI,N1GtLIGt_4,LessUnstable,Strong,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Neutral,Wet,VeryWet,Clear,Clear,Clear,PC,Strong,Westerly,Weak,None,Weak,Some,LittleChange,LittleChange,LessThanAve,Stifling,Moderate,Slight,HighEvrywher,Neutral,LittleChange,LessUnstable,Steep,Average,ModerateOrLe,SVR,NoMajor,B,B,XNIL,XNIL,SVR,DryMMoistL,DenvCyclone,LittleChange,Other,SWQuad,LVorOther,DenvCyclone
Jul16_Aug10,J,CThruK,PartInhibit,LessThanAve,Neutral,CDEJ,N5GtLIGt_8,LessUnstable,None,WeakUp,StronUp,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,PC,PC,Clear,Clear,Strong,Westerly,Strong,Weak,Strong,Some,LittleChange,LittleChange,LessThanAve,TotalInhibit,Moderate,None,LowMtsHighPl,WeakPos,Increasing,Average,Stable,Average,Steep,SIG,NoMajor,GJ,J,XNIL,XNIL,SIG,Other,DryLine,LittleChange,Other,LV,LVorOther,SEQuad
