APPLY32,APPLY61,APPLY77,AXIS33,NORMAL52,BUGGY54,CHOOSE19,CHOOSE35,CHOOSE47,CHOOSE62,COMPO16,CONSTANT5,DEFINE23,DISPLACEM0,EQUAL71,EQUATION28,FIND49,FIND58,FORCE60,GIVEN21,GIVEN_1,GOAL65,GOAL66,GOAL68,GOAL72,VECTOR27,SNode_5,SNode_6,GOAL_2,GOAL_48,TRY12,TRY11,GOAL_49,SNode_17,GOAL_50,SYSTEM18,SNode_51,KINEMATI17,SNode_52,GOAL_56,SNode_7,GOAL_57,MAXIMIZE34,SNode_59,SNode_60,WRITE31,GOAL_61,WRITE30,GOAL_62,KNOWN6,SNode_11,SNode_26,SNode_3,VELOCITY7,SNode_47,RApp3,KNOWN8,RApp4,SNode_27,IDENTIFY10,GOAL_53,IDENTIFY9,SNode_28,RESOLVE37,GOAL_63,NEED36,SNode_64,RApp1,RApp2,SNode_8,SNode_9,SNode_41,SNode_42,IDENTIFY39,SNode_43,RESOLVE38,GOAL_66,SNode_67,IDENTIFY41,SNode_54,RESOLVE40,GOAL_69,SNode_70,SNode_10,SNode_34,IDENTIFY43,SNode_55,RESOLVE42,GOAL_72,SNode_73,KINE29,SNode_74,SNode_4,VECTOR44,SNode_75,GOAL_79,RApp5,GOAL_80,RApp6,GOAL_81,TRY25,TRY24,GOAL_83,GOAL_84,SYSTEM46,SNode_86,NEWTONS45,SNode_156,GOAL_87,SNode_15,SLIDING4,SNode_25,NORMAL50,SNode_88,SNode_16,SNode_33,WEIGHT56,SNode_94,SNode_102,GOAL_103,GOAL_104,SNode_106,SNode_152,WRITE63,GOAL_107,WRITE64,GOAL_108,GOAL_109,GOAL_110,GOAL_111,GOAL_113,GOAL_114,GOAL_121,GOAL_126,GOAL_127,GOAL_129,GOAL_130,WEIGHT57,SNode_95,IDENTIFY55,SNode_97,SNode_115,VECTOR69,SNode_116,NEED67,RApp7,RApp8,SNode_112,SUM75,SNode_125,GOAL_142,SNode_131,SNode_132,GOAL_143,RApp9,RApp10,SNode_128,SNode_137,GOAL_146,RApp11,RApp12,RApp13,GOAL_147,TRY76,GOAL_149,NEED1,SNode_20,GOAL_98,IDENTIFY22,SNode_37,GOAL_150,GOAL_153,GOAL_99,GRAV2,GRAV78,HORIZ53,IDENTIFY59,INCLINE51,NEWTONS74,NULL48,SNode_100,SNode_117,SNode_12,SNode_13,STRAT_90,SNode_91,VECTOR70,SNode_118,SNode_93,SNode_119,SNode_92,SNode_120,SNode_122,VECTOR73,SNode_123,SNode_124,SNode_133,SNode_134,SNode_135,SNode_154,SNode_136,SNode_14,SNode_151,SNode_155,SNode_18,SNode_19,SNode_21,VALUE3,SNode_24,VAR20,SNode_29,SNode_31,SNode_38,SNode_40,SNode_44,SNode_46,SNode_65,SNode_68,SNode_71,TRY13,TRY14,TRY15,TRY26
true,false,true,false,true,false,true,true,false,true,true,false,false,true,false,true,false,false,false,false,true,true,false,true,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,true,true,true,false,true,true,true,true,false,true,false,true,false,true,false,true,true,true,true,false,false,false,true,false,false,false,true,false,true,false,false,true,true,false,false,true,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,false,true,false,false,true,false,true,true,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,true,true,true,SNode_92_1,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,true
false,true,true,false,true,false,false,true,true,true,true,false,false,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,false,true,false,false,true,false,false,false,true,true,false,true,true,true,false,false,false,false,true,true,false,false,true,false,true,false,true,true,true,true,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,false,false,true,true,false,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,false,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,true,true,false,false,true,true,true,false,false,true,true,true,true,SNode_92_1,false,true,false,false,false,false,false,true,false,true,false,false,false,false,true,false,true,false,true,true,true,false,true,false,true,false,false,false,false,true,true,true,false,false,true,true,true,true
false,true,false,true,false,true,false,true,false,false,true,true,true,false,false,false,false,false,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true,false,false,true,true,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,false,true,false,true,true,true,false,false,true,true,true,false,false,false,true,true,true,false,false,true,false,false,false,false,true,true,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true,true,true,true,true,true,SNode_92_1,true,true,true,false,false,true,true,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,true,false,true,false,false,false,false,true,true,false,false,false,true,true,true,true
true,false,true,true,true,false,true,true,false,true,false,false,false,true,true,false,false,true,true,false,true,true,false,true,true,false,true,true,true,false,false,false,false,true,false,true,false,false,false,false,true,true,true,true,true,false,false,false,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,true,true,true,false,true,false,false,true,false,false,true,false,false,true,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,false,true,false,true,true,true,true,false,true,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,true,true,true,true,false,false,true,true,SNode_91_2,false,true,false,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false,false,true,false,true
true,false,true,true,true,false,false,false,false,true,false,true,false,false,true,true,true,false,false,true,false,false,true,true,false,false,true,true,true,false,true,true,false,true,false,true,false,true,false,false,true,true,false,false,true,false,false,true,false,true,true,true,true,true,true,true,false,false,true,false,false,false,true,false,false,true,true,false,false,true,true,true,true,false,false,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,true,false,true,false,true,false,false,true,false,false,true,true,true,false,false,false,true,true,true,true,true,true,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,true,true,false,true,true,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,true,false,false,true,true,true,true,SNode_91_2,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,true,true,true,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,true
false,false,false,true,true,false,true,false,true,true,false,true,false,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true,true,false,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,false,false,true,true,false,true,true,true,true,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,true,true,true,true,true,true,true,false,false,true,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true,true,true,false,false,false,false,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,true,true,false,true,false,false,false,false,true,true,true,true,true,true,false,false,true,true,true,SNode_91_2,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true,false,true,false,true,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true
true,false,false,false,true,false,false,false,true,false,false,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,false,true,false,false,false,false,true,false,true,false,false,false,false,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,true,true,false,false,false,false,false,true,true,false,true,false,true,true,false,false,true,false,false,true,false,true,true,false,true,false,true,false,false,true,true,false,false,true,false,true,false,false,true,true,true,false,false,true,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,true,false,true,true,false,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,false,true,true,SNode_92_1,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,false,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true
true,true,true,true,true,false,false,false,true,true,true,true,false,true,true,true,true,true,true,true,true,false,false,false,true,true,true,false,true,true,true,true,false,true,true,false,false,false,false,true,true,false,true,false,false,true,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,true,true,true,true,false,false,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,true,false,true,false,false,false,false,false,false,true,true,false,true,false,true,true,false,true,true,true,false,false,false,false,true,false,true,true,false,false,false,false,false,true,true,false,false,false,true,true,false,true,false,false,true,true,true,true,false,false,false,true,true,true,SNode_91_2,false,true,false,true,false,false,false,true,false,false,false,false,false,false,true,false,true,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,true
true,false,false,true,false,true,true,true,true,true,false,false,false,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true,true,false,false,false,false,true,true,true,true,false,false,false,true,false,true,false,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,true,true,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,true,true,SNode_91_2,true,true,false,true,false,false,false,false,true,false,false,false,true,false,true,false,true,false,false,true,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true
true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,false,false,true,true,true,true,false,false,false,true,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,false,true,false,false,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,false,false,false,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,false,true,true,true,false,false,true,true,true,false,false,false,false,false,false,true,false,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,true,false,false,false,true,true,SNode_91_2,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true
true,true,false,true,false,false,true,true,false,true,false,true,false,false,false,false,true,false,true,true,true,true,true,false,true,false,true,true,true,false,true,true,false,true,false,false,false,false,false,false,true,true,true,true,true,false,true,false,false,true,true,true,true,false,false,false,false,false,true,false,true,true,true,false,false,false,false,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,true,true,false,false,false,true,true,true,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,true,false,true,true,true,SNode_92_1,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,true,true,false,false,true,true,false,true,false,false,true,true,true,true
true,false,false,true,false,true,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,false,true,false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,true,true,true,false,true,true,true,true,false,true,false,false,false,false,true,false,true,false,false,true,true,true,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,true,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,true,false,false,true,true,true,SNode_92_1,false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,true,true,true,false,true,false,true,false,true,false,false,true,true,false,false,false,false,false,false,false
false,true,false,true,true,false,false,false,true,true,false,false,true,false,true,true,false,false,true,false,true,true,false,false,false,true,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,true,false,false,false,true,true,false,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,false,true,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,true,true,true,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,true,true,SNode_91_2,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true
true,true,true,true,false,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,true,false,true,false,true,true,true,false,false,true,false,true,false,true,false,false,true,false,false,true,true,false,false,true,false,true,false,false,true,true,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,false,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,false,true,true,SNode_92_1,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false,true,true
false,true,true,true,true,false,true,false,false,false,false,false,false,true,false,false,false,true,false,true,true,false,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,true,true,true,true,false,true,false,false,false,true,true,true,true,false,true,false,true,true,false,false,true,true,true,false,false,false,false,true,true,true,false,false,false,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,false,true,false,false,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,false,true,false,true,true,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,true,false,false,true,false,true,false,true,false,true,true,false,true,false,true,true,SNode_92_1,true,true,true,false,false,false,false,true,true,false,true,false,false,false,true,false,true,false,true,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true
true,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true,false,false,false,false,false,true,false,true,false,false,false,false,false,true,true,true,true,true,false,false,false,true,true,true,true,false,true,false,true,false,false,false,false,true,true,true,true,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,true,false,true,false,false,false,true,false,false,true,false,false,true,false,true,true,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,false,true,false,true,false,true,true,SNode_92_1,false,true,false,false,false,true,false,true,true,true,false,true,false,false,false,false,true,false,true,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,true
true,false,false,true,true,false,false,false,false,true,true,false,true,true,false,false,false,false,true,true,true,true,true,false,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,true,false,false,false,true,false,false,true,false,false,true,false,true,true,true,false,true,false,false,false,false,false,true,true,false,false,false,true,true,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,false,false,false,true,false,true,false,false,true,true,false,false,true,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true,false,true,true,SNode_92_1,false,true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,true,true,false,true,true,false,true,false,false,false,false,false,true,true,true,false,false,false,false,false,true,true
true,false,true,true,false,false,true,true,false,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true,false,true,true,true,false,false,false,false,true,false,true,false,false,false,false,true,false,true,false,false,true,false,false,true,false,true,true,true,false,true,false,false,false,true,true,false,true,true,true,true,false,true,true,true,true,true,true,false,true,false,false,false,false,false,false,true,false,false,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,true,SNode_91_2,false,true,false,false,true,true,false,true,true,true,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,true
true,false,false,true,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,false,true,false,false,true,true,true,false,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,true,true,true,true,true,true,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false,true,true,true,false,true,true,true,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true,true,true,SNode_92_1,true,true,true,false,false,true,false,false,true,false,false,false,true,false,false,false,true,false,true,true,false,false,false,false,true,false,false,true,false,false,false,true,false,false,true,true,true,true
false,true,true,true,false,true,true,false,false,true,true,false,false,true,false,true,false,false,true,true,true,false,false,true,false,false,true,true,true,true,false,true,true,true,true,false,false,false,false,true,true,false,true,false,false,false,false,true,false,true,true,false,true,true,true,false,true,true,true,true,false,false,false,true,false,false,false,true,true,true,true,false,false,true,false,true,false,true,true,true,false,true,false,true,false,true,false,true,false,false,true,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,true,true,true,true,true,false,false,true,true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,SNode_91_2,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,true,true,true,false,false,false,true,false,false,true,false,true,false,false,false,false,true,true,false,true
true,false,false,false,false,true,false,false,false,true,false,true,false,true,false,false,false,true,true,true,true,false,false,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,true,false,false,false,false,true,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,false,true,true,true,false,true,true,true,true,false,false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,true,false,false,false,true,true,false,false,false,false,true,true,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,false,true,true,false,false,false,true,false,false,true,false,true,false,true,SNode_91_2,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true
false,false,true,true,true,false,true,false,true,false,true,false,true,true,true,true,false,false,false,true,true,false,true,true,true,false,true,true,true,true,false,false,false,true,false,true,false,true,false,false,true,false,true,false,false,false,true,false,false,true,true,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,true,false,false,false,true,false,true,false,true,true,false,false,false,true,true,SNode_92_1,false,true,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,true,true,false,true,false,true,true,true,true,true,false,true,false,false,false,false,false,false,true
true,true,false,true,false,false,false,false,false,true,true,true,true,false,false,true,false,true,false,true,true,false,false,true,true,true,true,true,true,true,false,false,false,true,false,true,false,true,true,false,true,false,false,false,false,true,true,true,true,false,true,true,true,true,true,false,false,false,false,true,false,true,false,true,true,false,true,false,true,true,true,true,true,false,true,false,false,true,false,false,true,false,false,true,true,true,true,false,true,false,true,false,true,true,false,false,false,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,false,false,true,true,true,false,false,false,false,true,true,true,false,true,false,false,false,true,true,false,false,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false,false,false,true,false,false,false,true,false,true,false,true,true,false,true,true,true,SNode_91_2,false,true,true,false,false,false,false,false,true,false,false,false,false,true,false,false,true,true,false,true,true,false,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,true
false,false,false,true,true,false,true,false,false,true,false,false,true,true,true,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false,true,true,true,false,false,true,true,true,true,false,true,false,false,false,false,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,true,false,true,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,true,true,true,false,false,true,true,false,false,false,true,true,true,true,false,false,true,true,false,true,false,true,true,false,true,true,true,true,true,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,false,true,false,true,true,true,false,false,true,true,true,true,false,false,false,true,false,false,true,false,true,false,true,false,true,false,true,false,false,true,true,SNode_92_1,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,false,true,true,true,false,true,false,false,false,false,false,false,true,false,false,true
false,false,false,true,false,true,false,false,false,true,true,true,true,false,true,false,true,false,true,true,true,false,true,true,false,true,true,true,false,false,true,true,false,true,false,true,false,false,false,true,true,true,false,false,false,true,false,false,true,false,true,true,false,false,false,false,true,true,true,false,true,true,true,true,true,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,false,true,false,false,false,false,false,true,true,true,true,false,false,false,false,false,true,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,false,true,false,true,true,false,true,true,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,SNode_92_1,false,true,false,true,false,true,false,true,true,false,false,false,false,false,true,false,true,true,false,true,true,false,false,false,true,true,false,false,false,true,false,true,true,true,true,true,true,true
true,true,false,true,false,true,false,true,false,false,true,true,true,true,false,true,false,false,true,true,true,true,false,true,false,true,true,true,true,true,false,false,true,true,true,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,false,true,true,true,false,false,true,true,true,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,true,true,true,true,true,false,true,true,false,true,true,false,false,false,true,false,true,true,SNode_91_2,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false,true,true,true,true,false,false,true,true,false,false,true
false,true,true,true,false,true,true,true,false,true,true,true,false,false,true,false,true,false,false,true,true,false,false,true,true,true,true,true,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,false,false,true,true,true,false,true,false,true,true,true,true,false,true,false,true,false,false,false,false,true,true,true,true,true,false,false,true,true,true,true,false,false,true,true,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,false,true,true,true,true,false,false,true,true,true,true,false,false,false,false,true,true,false,true,false,true,false,false,false,false,true,false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,true,false,false,false,true,true,SNode_92_1,false,true,false,true,false,true,false,true,true,false,false,false,false,false,false,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true
