Age,SocioEcon,RiskAversion,MakeModel,VehicleYear,Antilock,Mileage,SeniorTrain,DrivingSkill,DrivQuality,Accident,Airbag,AntiTheft,CarValue,RuggedAuto,Cushioning,DrivHist,GoodStudent,HomeBase,ILiCost,MedCost,OtherCar,OtherCarCost,ThisCarDam,Theft,ThisCarCost,PropCost
Adult,Middle,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,True,FiveThou,EggShell,Fair,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,Economy,Older,False,FiftyThou,False,Expert,Excellent,None,False,True,FiveThou,EggShell,Fair,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adolescent,Prole,Normal,Economy,Current,False,FiveThou,False,Normal,Normal,None,True,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Good,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Middle,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,Mild,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,Thousand,False,Thousand,Moderate,False,Thousand,TenThou
Adult,Prole,Normal,FamilySedan,Current,False,TwentyThou,False,SubStandard,Poor,None,True,False,TwentyThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Expert,Excellent,None,True,True,FiftyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Senior,UpperMiddle,Normal,FamilySedan,Current,False,FiveThou,False,SubStandard,Poor,None,True,True,TwentyThou,Tank,Excellent,Many,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TwentyThou,Football,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,False,Domino,False,SubStandard,Poor,Mild,True,False,TwentyThou,Football,Excellent,Many,False,Suburb,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,Middle,Cautious,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,True,FiveThou,EggShell,Fair,Many,False,Secure,Thousand,Thousand,True,Thousand,Moderate,False,TenThou,TenThou
Senior,Middle,Normal,SportsCar,Older,False,TwentyThou,True,Expert,Excellent,None,True,False,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Current,True,TwentyThou,False,Normal,Excellent,None,True,False,TwentyThou,Football,Good,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,True,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Adventurous,FamilySedan,Current,False,TwentyThou,False,Expert,Excellent,None,True,False,TwentyThou,Football,Excellent,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,False,TenThou,Severe,False,TenThou,TenThou
Adult,Middle,Normal,Economy,Current,False,Domino,False,Normal,Normal,None,True,False,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Cautious,Economy,Older,False,FiveThou,False,Normal,Normal,None,False,True,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Current,True,FiveThou,False,Expert,Excellent,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,False,FiftyThou,False,Normal,Normal,None,True,False,TwentyThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Current,False,FiveThou,False,Normal,Normal,None,True,True,TwentyThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Fair,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,True,True,FiveThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Adventurous,Luxury,Current,True,FiveThou,False,Normal,Poor,Mild,True,False,FiftyThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adult,UpperMiddle,Cautious,Luxury,Older,False,Domino,False,Normal,Normal,None,False,True,FiftyThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,None,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Current,True,FiftyThou,False,Normal,Excellent,None,True,False,TwentyThou,Football,Excellent,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,FiveThou,False,SubStandard,Poor,Severe,False,False,TwentyThou,Tank,Good,Many,False,Secure,Thousand,Thousand,True,TenThou,Moderate,False,HundredThou,HundredThou
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,FamilySedan,Current,False,FiftyThou,False,SubStandard,Poor,None,True,True,TwentyThou,Football,Good,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Cautious,Economy,Older,False,FiftyThou,False,SubStandard,Poor,None,False,True,FiveThou,EggShell,Poor,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,SportsCar,Current,True,FiftyThou,False,SubStandard,Poor,Moderate,True,False,TenThou,EggShell,Poor,Many,False,City,Thousand,Million,True,HundredThou,Moderate,False,Thousand,HundredThou
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,Moderate,False,True,FiveThou,EggShell,Poor,Zero,True,Secure,Thousand,Thousand,True,Thousand,Moderate,False,TenThou,TenThou
Adult,Middle,Cautious,FamilySedan,Older,False,FiftyThou,False,SubStandard,Poor,Moderate,False,True,TenThou,Tank,Good,Many,False,Rural,Thousand,Thousand,True,HundredThou,Mild,False,Thousand,HundredThou
Adult,UpperMiddle,Normal,FamilySedan,Current,False,TwentyThou,False,Normal,Normal,None,True,True,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,SportsCar,Current,True,TwentyThou,False,SubStandard,Poor,None,True,True,TenThou,EggShell,Poor,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Poor,None,False,False,FiveThou,EggShell,Fair,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Fair,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,FamilySedan,Current,False,FiveThou,False,SubStandard,Poor,None,True,True,TwentyThou,Football,Good,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Psychopath,FamilySedan,Current,False,TwentyThou,False,Normal,Poor,Mild,True,False,TwentyThou,EggShell,Fair,One,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Adolescent,Prole,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,Luxury,Older,False,FiftyThou,False,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Current,True,FiftyThou,False,Expert,Excellent,None,True,False,TwentyThou,Tank,Excellent,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Poor,Mild,True,False,FiveThou,Tank,Excellent,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Normal,SportsCar,Older,False,Domino,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,True,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,Million
Adult,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,Expert,Excellent,None,False,True,FiveThou,Tank,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,Economy,Older,False,Domino,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Fair,Many,False,Secure,TenThou,HundredThou,True,TenThou,Severe,False,TenThou,HundredThou
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,Tank,Good,Zero,False,Suburb,TenThou,Thousand,True,TenThou,Mild,False,Thousand,TenThou
Senior,UpperMiddle,Cautious,Luxury,Current,True,TwentyThou,True,Normal,Normal,None,True,True,FiftyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Current,False,TwentyThou,False,SubStandard,Poor,Moderate,True,False,TenThou,EggShell,Poor,Many,False,City,Thousand,HundredThou,True,TenThou,Moderate,False,TenThou,HundredThou
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,SubStandard,Poor,Moderate,True,True,FiftyThou,Football,Fair,Many,False,Secure,TenThou,Thousand,True,TenThou,Moderate,False,HundredThou,HundredThou
Adult,Prole,Adventurous,Economy,Older,False,Domino,False,Expert,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Prole,Normal,SportsCar,Older,False,FiftyThou,False,SubStandard,Poor,None,False,False,TenThou,Football,Fair,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,Middle,Cautious,FamilySedan,Older,False,TwentyThou,True,Normal,Excellent,None,False,True,TwentyThou,Tank,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,FiftyThou,False,Normal,Normal,None,False,False,FiveThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Cautious,FamilySedan,Older,False,FiftyThou,False,Normal,Excellent,None,False,True,FiveThou,Football,Poor,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,True,FiftyThou,False,Expert,Excellent,None,True,True,TwentyThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Poor,Moderate,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Million,False,Thousand,Moderate,False,TenThou,TenThou
Adolescent,UpperMiddle,Cautious,FamilySedan,Current,False,FiftyThou,False,SubStandard,Poor,Moderate,True,True,TenThou,Tank,Excellent,Many,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,Thousand
Senior,Middle,Cautious,FamilySedan,Older,False,Domino,True,Expert,Excellent,None,True,True,FiveThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,True,FiveThou,Football,Poor,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,TenThou,EggShell,Poor,Many,False,City,TenThou,TenThou,True,Thousand,Severe,False,TenThou,TenThou
Adult,Prole,Normal,Economy,Current,False,FiftyThou,False,SubStandard,Poor,Mild,True,False,TenThou,Football,Good,Many,False,Rural,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,Prole,Cautious,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,FiftyThou,False,Normal,Poor,Moderate,False,False,FiveThou,EggShell,Poor,One,False,City,Thousand,TenThou,False,TenThou,Moderate,True,TenThou,TenThou
Senior,Prole,Cautious,FamilySedan,Current,False,FiveThou,True,SubStandard,Poor,Moderate,True,True,TenThou,Football,Good,Zero,False,City,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,SubStandard,Poor,Mild,True,True,FiftyThou,Football,Fair,Many,False,Secure,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adolescent,UpperMiddle,Normal,FamilySedan,Current,True,Domino,False,Normal,Normal,None,True,True,TenThou,Football,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,SportsCar,Older,False,Domino,False,Expert,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,True,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TwentyThou,Football,Poor,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,SportsCar,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,True,TenThou,EggShell,Poor,One,False,Suburb,Thousand,Million,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,Prole,Normal,SportsCar,Older,False,FiftyThou,False,Expert,Excellent,None,False,False,TenThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Cautious,SportsCar,Current,True,TwentyThou,False,SubStandard,Poor,None,True,True,TwentyThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,True,FiveThou,EggShell,Fair,Many,False,Rural,Thousand,HundredThou,True,TenThou,Severe,False,TenThou,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,Domino,False,Normal,Normal,None,False,True,FiveThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adolescent,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,FiveThou,Football,Good,Many,True,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,Economy,Older,False,FiftyThou,False,Expert,Excellent,None,False,True,FiveThou,EggShell,Poor,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,SubStandard,Poor,Moderate,False,True,FiveThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,Moderate,False,TenThou,TenThou
Adult,Middle,Cautious,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,True,TenThou,EggShell,Poor,Zero,False,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Mild,False,True,FiveThou,EggShell,Poor,Many,False,Suburb,Thousand,Thousand,True,Thousand,Moderate,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Poor,Severe,False,False,FiveThou,EggShell,Poor,One,False,City,Thousand,HundredThou,True,TenThou,Severe,False,TenThou,TenThou
Senior,Prole,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,False,False,FiveThou,Football,Good,One,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Mild,False,False,TenThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,Tank,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Current,False,Domino,False,Normal,Normal,None,True,False,TwentyThou,Football,Good,Zero,True,Secure,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Poor,Moderate,False,False,FiveThou,EggShell,Poor,Many,False,City,Thousand,TenThou,False,Thousand,Moderate,False,Thousand,TenThou
Adolescent,Prole,Adventurous,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Fair,Many,False,City,Thousand,Thousand,True,Thousand,Severe,False,TenThou,TenThou
Adult,Middle,Normal,SportsCar,Older,False,FiftyThou,False,Normal,Normal,Moderate,True,False,TwentyThou,EggShell,Poor,Zero,False,Suburb,Thousand,HundredThou,True,Thousand,Moderate,False,HundredThou,HundredThou
Senior,Middle,Normal,FamilySedan,Current,True,FiftyThou,True,Expert,Excellent,None,True,False,TenThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Current,True,TwentyThou,False,Expert,Excellent,None,True,True,TenThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Middle,Normal,FamilySedan,Older,False,FiveThou,False,SubStandard,Poor,None,False,False,TenThou,Football,Fair,Many,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Normal,SportsCar,Older,True,FiftyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Middle,Cautious,FamilySedan,Older,False,TwentyThou,False,Normal,Excellent,None,True,True,TwentyThou,Football,Excellent,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,FamilySedan,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,Football,Good,Zero,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,TenThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,FiftyThou,False,Expert,Excellent,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,Luxury,Older,True,TwentyThou,True,Normal,Normal,None,True,True,FiftyThou,EggShell,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,FamilySedan,Older,False,FiftyThou,False,Normal,Normal,Mild,True,False,TenThou,Tank,Excellent,Many,False,City,Thousand,Thousand,False,Thousand,Mild,False,Thousand,TenThou
Adult,Prole,Adventurous,FamilySedan,Older,False,FiftyThou,False,Normal,Excellent,None,False,False,TenThou,Football,Fair,Many,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Current,False,TwentyThou,False,Expert,Excellent,None,True,False,TwentyThou,Football,Fair,Zero,True,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,FamilySedan,Older,False,Domino,False,SubStandard,Poor,Severe,True,True,FiveThou,Tank,Excellent,Many,False,Suburb,Million,Thousand,True,HundredThou,Severe,False,TenThou,HundredThou
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,False,FiveThou,EggShell,Fair,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Senior,UpperMiddle,Cautious,FamilySedan,Current,False,FiftyThou,True,Normal,Normal,None,True,True,TwentyThou,Football,Good,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Adventurous,FamilySedan,Older,False,TwentyThou,False,Normal,Poor,None,False,False,TwentyThou,Football,Good,Many,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,UpperMiddle,Adventurous,FamilySedan,Current,True,FiftyThou,False,SubStandard,Poor,Mild,True,False,TwentyThou,Tank,Excellent,Many,True,Suburb,Thousand,Thousand,False,Thousand,Mild,False,Thousand,Thousand
Adult,UpperMiddle,Adventurous,Luxury,Current,True,TwentyThou,False,Normal,Excellent,None,True,False,FiftyThou,Tank,Excellent,One,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,UpperMiddle,Normal,Luxury,Current,True,FiftyThou,False,Normal,Normal,None,True,True,FiftyThou,Tank,Excellent,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,TenThou
Adult,Prole,Cautious,Economy,Older,False,TwentyThou,False,SubStandard,Poor,None,False,True,TenThou,EggShell,Poor,Many,False,Rural,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,FamilySedan,Current,False,TwentyThou,False,SubStandard,Poor,Mild,True,False,TwentyThou,Football,Good,Many,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,Prole,Cautious,FamilySedan,Current,False,FiftyThou,False,Normal,Normal,None,True,True,TwentyThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Normal,Economy,Current,False,TwentyThou,False,Normal,Normal,None,True,False,TenThou,Football,Good,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Current,False,Domino,False,Normal,Normal,None,True,False,TenThou,Football,Fair,Many,False,Suburb,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,Domino,False,Expert,Excellent,None,False,False,FiveThou,Football,Good,One,False,City,Thousand,Thousand,False,Thousand,None,False,Thousand,Thousand
Senior,Middle,Cautious,FamilySedan,Older,False,FiftyThou,True,Normal,Normal,None,False,True,TenThou,Football,Fair,Zero,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,Economy,Older,False,FiftyThou,False,SubStandard,Poor,Severe,False,False,FiveThou,EggShell,Fair,Many,False,Suburb,Thousand,TenThou,True,TenThou,Severe,False,TenThou,HundredThou
Adult,Prole,Cautious,Economy,Older,False,TwentyThou,False,Normal,Normal,None,False,True,FiveThou,EggShell,Poor,Zero,False,City,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Middle,Normal,SportsCar,Current,True,TwentyThou,False,SubStandard,Poor,Mild,True,False,Million,EggShell,Poor,One,False,Suburb,Thousand,Thousand,True,Thousand,Moderate,False,Million,Million
Adolescent,UpperMiddle,Normal,Luxury,Current,True,TwentyThou,False,SubStandard,Poor,Moderate,True,True,FiftyThou,Football,Excellent,Many,False,Secure,Thousand,Thousand,True,HundredThou,Moderate,False,HundredThou,Million
Adolescent,Middle,Cautious,FamilySedan,Older,False,FiveThou,False,SubStandard,Poor,None,False,True,FiveThou,Tank,Excellent,One,False,Secure,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Adventurous,Economy,Current,False,FiftyThou,False,SubStandard,Poor,None,True,False,TenThou,EggShell,Poor,Many,False,Rural,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adolescent,Prole,Normal,FamilySedan,Current,True,TwentyThou,False,SubStandard,Poor,Mild,True,False,TwentyThou,Football,Excellent,Many,False,City,Thousand,Thousand,True,Thousand,Mild,False,Thousand,TenThou
Adult,Middle,Normal,FamilySedan,Current,True,FiftyThou,False,SubStandard,Poor,None,True,False,TwentyThou,Football,Good,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
Adult,Prole,Adventurous,Economy,Older,False,TwentyThou,False,SubStandard,Poor,Severe,False,False,TenThou,EggShell,Poor,Many,False,City,Thousand,Thousand,True,HundredThou,Severe,False,TenThou,Million
Adult,UpperMiddle,Adventurous,Luxury,Current,True,FiveThou,False,Expert,Excellent,None,True,False,FiftyThou,Football,Excellent,One,False,Suburb,Thousand,Thousand,True,Thousand,None,False,Thousand,Thousand
